,date,hour,season,year,month,holiday,dow,workingday,weather_condition,casual,registered,cnt,temp,atemp,humidity,windspeed,nCnt,nCasual,nRegistered
46,2011-01-02,22,1,2011,1,0,0,0,1,0,9,9,0.24,0.2121,0.44,0.2985,0.038605230386052306,0.0,0.013412816691505217
47,2011-01-02,23,1,2011,1,0,0,0,1,0,8,8,0.22,0.2273,0.47,0.1642,0.0112079701120797,0.0,0.011922503725782414
48,2011-01-03,0,1,2011,1,0,1,1,1,0,5,5,0.22,0.19699999999999998,0.44,0.3582,0.009962640099626401,0.0,0.004061738424045491
49,2011-01-03,1,1,2011,1,0,1,1,1,0,2,2,0.2,0.1667,0.44,0.4179,0.003700962250185048,0.0,0.0016246953696181965
50,2011-01-03,2,1,2011,1,0,1,1,1,0,1,1,0.18666666666666668,0.1566,0.45,0.40796666666666664,0.0014803849000740192,0.0,0.0008123476848090983
51,2011-01-03,3,1,2011,1,0,1,1,1,0,1,1,0.17333333333333334,0.1465,0.45999999999999996,0.39803333333333335,0.0007401924500370096,0.0,0.0008123476848090983
52,2011-01-03,4,1,2011,1,0,1,1,1,0,1,1,0.16,0.1364,0.47,0.3881,0.0007401924500370096,0.0,0.0008123476848090983
53,2011-01-03,5,1,2011,1,0,1,1,1,0,3,3,0.16,0.1364,0.47,0.2836,0.0007401924500370096,0.0,0.002437043054427295
54,2011-01-03,6,1,2011,1,0,1,1,1,0,30,30,0.14,0.1061,0.5,0.3881,0.0022205773501110288,0.0,0.024370430544272948
55,2011-01-03,7,1,2011,1,0,1,1,1,1,63,64,0.14,0.1364,0.5,0.19399999999999998,0.02220577350111029,0.008333333333333333,0.05117790414297319
56,2011-01-03,8,1,2011,1,0,1,1,1,1,153,154,0.14,0.1212,0.5,0.2836,0.047372316802368614,0.008333333333333333,0.12428919577579203
57,2011-01-03,9,1,2011,1,0,1,1,1,7,81,88,0.16,0.1364,0.43,0.3881,0.11398963730569948,0.058333333333333334,0.06580016246953696
58,2011-01-03,10,1,2011,1,0,1,1,1,11,33,44,0.18,0.1667,0.43,0.2537,0.06513693560325684,0.09166666666666666,0.026807473598700244
59,2011-01-03,11,1,2011,1,0,1,1,1,10,41,51,0.2,0.1818,0.4,0.3284,0.03256846780162842,0.08333333333333333,0.03330625507717303
60,2011-01-03,12,1,2011,1,0,1,1,1,13,48,61,0.22,0.2121,0.35,0.2985,0.03774981495188749,0.10833333333333334,0.03899268887083672
61,2011-01-03,13,1,2011,1,0,1,1,1,8,53,61,0.24,0.2121,0.35,0.2836,0.04515173945225759,0.06666666666666667,0.04305442729488221
62,2011-01-03,14,1,2011,1,0,1,1,1,11,66,77,0.26,0.2424,0.3,0.2836,0.04515173945225759,0.09166666666666666,0.05361494719740049
63,2011-01-03,15,1,2011,1,0,1,1,1,14,58,72,0.26,0.2424,0.3,0.2537,0.05699481865284974,0.11666666666666667,0.047116165718927704
64,2011-01-03,16,1,2011,1,0,1,1,1,9,67,76,0.26,0.2424,0.3,0.2537,0.053293856402664694,0.075,0.054427294882209584
65,2011-01-03,17,1,2011,1,0,1,1,1,11,146,157,0.24,0.2273,0.3,0.2239,0.056254626202812734,0.09166666666666666,0.11860276198212835
66,2011-01-03,18,1,2011,1,0,1,1,1,9,148,157,0.24,0.2576,0.32,0.1045,0.11621021465581051,0.075,0.12022745735174654
67,2011-01-03,19,1,2011,1,0,1,1,1,8,102,110,0.2,0.2576,0.47,0.0,0.11621021465581051,0.06666666666666667,0.08285946385052803
68,2011-01-03,20,1,2011,1,0,1,1,1,3,49,52,0.2,0.2273,0.47,0.1045,0.08142116950407106,0.025,0.039805036555645816
69,2011-01-03,21,1,2011,1,0,1,1,1,3,49,52,0.18,0.19699999999999998,0.64,0.1343,0.0384900074019245,0.025,0.039805036555645816
70,2011-01-03,22,1,2011,1,0,1,1,1,0,20,20,0.14,0.1515,0.69,0.1343,0.0384900074019245,0.0,0.016246953696181964
71,2011-01-03,23,1,2011,1,0,1,1,1,1,11,12,0.18,0.2121,0.55,0.1045,0.014803849000740192,0.008333333333333333,0.008935824532900082
72,2011-01-04,0,1,2011,1,0,2,1,1,0,5,5,0.16,0.1818,0.55,0.1045,0.008882309400444115,0.0,0.003436426116838488
73,2011-01-04,1,1,2011,1,0,2,1,1,0,2,2,0.16,0.1818,0.59,0.1045,0.003198976327575176,0.0,0.0013745704467353953
74,2011-01-04,2,1,2011,1,0,2,1,1,0,1,1,0.14,0.1515,0.63,0.1343,0.0012795905310300703,0.0,0.0006872852233676976
75,2011-01-04,3,1,2011,1,0,2,1,1,0,1,1,0.14,0.16665,0.63,0.11195,0.0006397952655150352,0.0,0.0006872852233676976
76,2011-01-04,4,1,2011,1,0,2,1,1,0,2,2,0.14,0.1818,0.63,0.0896,0.0006397952655150352,0.0,0.0013745704467353953
77,2011-01-04,5,1,2011,1,0,2,1,1,0,4,4,0.12,0.1515,0.68,0.1045,0.0012795905310300703,0.0,0.0027491408934707906
78,2011-01-04,6,1,2011,1,0,2,1,1,0,36,36,0.12,0.1515,0.74,0.1045,0.0025591810620601407,0.0,0.024742268041237112
79,2011-01-04,7,1,2011,1,0,2,1,1,2,92,94,0.12,0.1515,0.74,0.1343,0.023032629558541268,0.018518518518518517,0.06323024054982818
80,2011-01-04,8,1,2011,1,0,2,1,1,2,177,179,0.14,0.1515,0.69,0.1642,0.060140754958413305,0.018518518518518517,0.12164948453608247
81,2011-01-04,9,1,2011,1,0,2,1,1,2,98,100,0.16,0.1515,0.64,0.2239,0.1145233525271913,0.018518518518518517,0.06735395189003436
82,2011-01-04,10,1,2011,1,0,2,1,2,5,37,42,0.16,0.1364,0.69,0.3284,0.06397952655150352,0.046296296296296294,0.02542955326460481
83,2011-01-04,11,1,2011,1,0,2,1,1,7,50,57,0.22,0.2121,0.51,0.2985,0.026871401151631478,0.06481481481481481,0.03436426116838488
84,2011-01-04,12,1,2011,1,0,2,1,1,12,66,78,0.22,0.2273,0.51,0.1642,0.036468330134357005,0.1111111111111111,0.04536082474226804
85,2011-01-04,13,1,2011,1,0,2,1,1,18,79,97,0.24,0.2273,0.56,0.19399999999999998,0.04990403071017274,0.16666666666666666,0.05429553264604811
86,2011-01-04,14,1,2011,1,0,2,1,1,9,54,63,0.26,0.2576,0.52,0.2239,0.062060140754958415,0.08333333333333333,0.03711340206185567
87,2011-01-04,15,1,2011,1,0,2,1,1,17,48,65,0.28,0.2727,0.52,0.2537,0.04030710172744722,0.1574074074074074,0.032989690721649485
88,2011-01-04,16,1,2011,1,0,2,1,1,15,68,83,0.3,0.2879,0.49,0.2537,0.04158669225847729,0.1388888888888889,0.04673539518900344
89,2011-01-04,17,1,2011,1,0,2,1,1,10,202,212,0.28,0.2727,0.48,0.2239,0.053103007037747924,0.09259259259259259,0.13883161512027492
90,2011-01-04,18,1,2011,1,0,2,1,1,3,179,182,0.26,0.2576,0.48,0.19399999999999998,0.13563659628918745,0.027777777777777776,0.12302405498281786
91,2011-01-04,19,1,2011,1,0,2,1,1,2,110,112,0.24,0.2576,0.48,0.1045,0.1164427383237364,0.018518518518518517,0.07560137457044673
92,2011-01-04,20,1,2011,1,0,2,1,1,1,53,54,0.24,0.2576,0.48,0.1045,0.07165706973768395,0.009259259259259259,0.036426116838487975
93,2011-01-04,21,1,2011,1,0,2,1,1,0,48,48,0.22,0.2727,0.64,0.0,0.0345489443378119,0.0,0.032989690721649485
94,2011-01-04,22,1,2011,1,0,2,1,1,1,34,35,0.22,0.2576,0.64,0.0896,0.030710172744721688,0.009259259259259259,0.02336769759450172
95,2011-01-04,23,1,2011,1,0,2,1,1,2,9,11,0.2,0.2273,0.69,0.0896,0.022392834293026232,0.018518518518518517,0.006185567010309278
96,2011-01-05,0,1,2011,1,0,3,1,1,0,6,6,0.2,0.2576,0.64,0.0,0.007037747920665387,0.0,0.003947368421052632
97,2011-01-05,1,1,2011,1,0,3,1,1,0,6,6,0.16,0.19699999999999998,0.74,0.0896,0.003745318352059925,0.0,0.003947368421052632
98,2011-01-05,2,1,2011,1,0,3,1,1,0,2,2,0.16,0.19699999999999998,0.74,0.0896,0.003745318352059925,0.0,0.0013157894736842105
99,2011-01-05,3,1,2011,1,0,3,1,1,0,2,2,0.2,0.21215,0.61,0.15675,0.0012484394506866417,0.0,0.0013157894736842105
100,2011-01-05,4,1,2011,1,0,3,1,1,0,2,2,0.24,0.2273,0.48,0.2239,0.0012484394506866417,0.0,0.0013157894736842105
101,2011-01-05,5,1,2011,1,0,3,1,1,0,3,3,0.22,0.2273,0.47,0.1642,0.0012484394506866417,0.0,0.001973684210526316
102,2011-01-05,6,1,2011,1,0,3,1,1,0,33,33,0.2,0.19699999999999998,0.47,0.2239,0.0018726591760299626,0.0,0.021710526315789475
103,2011-01-05,7,1,2011,1,0,3,1,1,1,87,88,0.18,0.1818,0.43,0.19399999999999998,0.020599250936329586,0.012195121951219513,0.057236842105263155
104,2011-01-05,8,1,2011,1,0,3,1,1,3,192,195,0.2,0.1818,0.4,0.2985,0.05493133583021224,0.036585365853658534,0.12631578947368421
105,2011-01-05,9,1,2011,1,0,3,1,1,6,109,115,0.22,0.19699999999999998,0.37,0.3284,0.12172284644194757,0.07317073170731707,0.07171052631578947
106,2011-01-05,10,1,2011,1,0,3,1,1,4,53,57,0.22,0.19699999999999998,0.37,0.3284,0.07178526841448189,0.04878048780487805,0.034868421052631576
107,2011-01-05,11,1,2011,1,0,3,1,1,12,34,46,0.26,0.2273,0.33,0.3284,0.035580524344569285,0.14634146341463414,0.02236842105263158
108,2011-01-05,12,1,2011,1,0,3,1,1,5,74,79,0.26,0.2273,0.33,0.3284,0.02871410736579276,0.06097560975609756,0.04868421052631579
109,2011-01-05,13,1,2011,1,0,3,1,1,6,65,71,0.28,0.2576,0.3,0.2985,0.04931335830212235,0.07317073170731707,0.04276315789473684
110,2011-01-05,14,1,2011,1,0,3,1,1,10,52,62,0.3,0.2879,0.28,0.19399999999999998,0.04431960049937578,0.12195121951219512,0.034210526315789476
111,2011-01-05,15,1,2011,1,0,3,1,1,7,55,62,0.3,0.2879,0.28,0.19399999999999998,0.03870162297128589,0.08536585365853659,0.03618421052631579
112,2011-01-05,16,1,2011,1,0,3,1,1,4,85,89,0.3,0.3182,0.28,0.0896,0.03870162297128589,0.04878048780487805,0.05592105263157895
113,2011-01-05,17,1,2011,1,0,3,1,1,4,186,190,0.24,0.2273,0.38,0.19399999999999998,0.05555555555555555,0.04878048780487805,0.12236842105263158
114,2011-01-05,18,1,2011,1,0,3,1,1,3,166,169,0.24,0.2424,0.38,0.1343,0.11860174781523096,0.036585365853658534,0.10921052631578948
115,2011-01-05,19,1,2011,1,0,3,1,1,5,127,132,0.24,0.2576,0.38,0.1045,0.10549313358302122,0.06097560975609756,0.08355263157894736
116,2011-01-05,20,1,2011,1,0,3,1,1,7,82,89,0.22,0.2273,0.47,0.1642,0.08239700374531835,0.08536585365853659,0.05394736842105263
117,2011-01-05,21,1,2011,1,0,3,1,1,3,40,43,0.2,0.19699999999999998,0.51,0.19399999999999998,0.05555555555555555,0.036585365853658534,0.02631578947368421
118,2011-01-05,22,1,2011,1,0,3,1,1,1,41,42,0.18,0.19699999999999998,0.55,0.1343,0.026841448189762796,0.012195121951219513,0.026973684210526316
119,2011-01-05,23,1,2011,1,0,3,1,1,1,18,19,0.2,0.2576,0.47,0.0,0.026217228464419477,0.012195121951219513,0.011842105263157895
120,2011-01-06,0,1,2011,1,0,4,1,1,0,11,11,0.18,0.2424,0.55,0.0,0.011860174781523096,0.0,0.007241606319947334
121,2011-01-06,1,1,2011,1,0,4,1,1,0,4,4,0.16,0.2273,0.64,0.0,0.006845052893590542,0.0,0.0026333113890717576
122,2011-01-06,2,1,2011,1,0,4,1,1,0,2,2,0.16,0.2273,0.64,0.0,0.002489110143123833,0.0,0.0013166556945358788
123,2011-01-06,3,1,2011,1,0,4,1,1,0,1,1,0.16,0.21215,0.64,0.0448,0.0012445550715619166,0.0,0.0006583278472679394
124,2011-01-06,4,1,2011,1,0,4,1,2,0,1,1,0.16,0.19699999999999998,0.64,0.0896,0.0006222775357809583,0.0,0.0006583278472679394
125,2011-01-06,5,1,2011,1,0,4,1,2,0,4,4,0.14,0.1818,0.69,0.0896,0.0006222775357809583,0.0,0.0026333113890717576
126,2011-01-06,6,1,2011,1,0,4,1,2,0,36,36,0.14,0.1667,0.63,0.1045,0.002489110143123833,0.0,0.02369980250164582
127,2011-01-06,7,1,2011,1,0,4,1,2,0,95,95,0.16,0.2273,0.59,0.0,0.0224019912881145,0.0,0.06254114549045425
128,2011-01-06,8,1,2011,1,0,4,1,1,3,216,219,0.16,0.2273,0.59,0.0,0.05911636589919104,0.03409090909090909,0.1421988150098749
129,2011-01-06,9,1,2011,1,0,4,1,2,6,116,122,0.18,0.2424,0.51,0.0,0.13627878033602986,0.06818181818181818,0.07636603028308098
130,2011-01-06,10,1,2011,1,0,4,1,1,3,42,45,0.2,0.2576,0.47,0.0,0.07591785936527691,0.03409090909090909,0.027649769585253458
131,2011-01-06,11,1,2011,1,0,4,1,1,2,57,59,0.22,0.2576,0.44,0.0896,0.028002489110143122,0.022727272727272728,0.037524687294272545
132,2011-01-06,12,1,2011,1,0,4,1,1,6,78,84,0.26,0.2879,0.35,0.0,0.03671437461107654,0.06818181818181818,0.051349572086899276
133,2011-01-06,13,1,2011,1,0,4,1,1,12,55,67,0.26,0.2727,0.35,0.1045,0.0522713130056005,0.13636363636363635,0.03620803159973667
134,2011-01-06,14,1,2011,1,0,4,1,1,11,59,70,0.28,0.2727,0.36,0.1642,0.04169259489732421,0.125,0.038841342988808425
135,2011-01-06,15,1,2011,1,0,4,1,1,8,54,62,0.28,0.2727,0.36,0.0,0.043559427504667084,0.09090909090909091,0.03554970375246873
136,2011-01-06,16,1,2011,1,0,4,1,1,12,74,86,0.26,0.2576,0.38,0.1642,0.038581207218419414,0.13636363636363635,0.048716260697827515
137,2011-01-06,17,1,2011,1,0,4,1,1,9,163,172,0.22,0.2273,0.51,0.1642,0.053515868077162417,0.10227272727272728,0.10730743910467412
138,2011-01-06,18,1,2011,1,0,4,1,1,5,158,163,0.22,0.2273,0.51,0.1343,0.10703173615432483,0.056818181818181816,0.10401579986833442
139,2011-01-06,19,1,2011,1,0,4,1,1,3,109,112,0.22,0.2576,0.55,0.0896,0.1014312383322962,0.03409090909090909,0.07175773535220539
140,2011-01-06,20,1,2011,1,0,4,1,1,3,66,69,0.2,0.2121,0.51,0.1642,0.06969508400746734,0.03409090909090909,0.043449637919684
141,2011-01-06,21,1,2011,1,0,4,1,2,0,48,48,0.22,0.2121,0.55,0.2239,0.042937149968886125,0.0,0.031599736668861095
142,2011-01-06,22,1,2011,1,0,4,1,2,1,51,52,0.22,0.2121,0.51,0.2836,0.029869321717486,0.011363636363636364,0.03357472021066491
143,2011-01-06,23,1,2011,1,0,4,1,2,4,19,23,0.2,0.19699999999999998,0.59,0.19399999999999998,0.03235843186060983,0.045454545454545456,0.012508229098090849
144,2011-01-07,0,1,2011,1,0,5,1,2,4,13,17,0.2,0.19699999999999998,0.64,0.19399999999999998,0.01431238332296204,0.02702702702702703,0.009537784299339692
145,2011-01-07,1,1,2011,1,0,5,1,2,2,5,7,0.2,0.19699999999999998,0.69,0.2239,0.011250827266710787,0.013513513513513514,0.003668378576669112
146,2011-01-07,2,1,2011,1,0,5,1,2,0,1,1,0.2,0.19699999999999998,0.69,0.2239,0.004632693580410324,0.0,0.0007336757153338225
147,2011-01-07,3,1,2011,1,0,5,1,2,0,1,1,0.2,0.20455,0.69,0.17909999999999998,0.0006618133686300463,0.0,0.0007336757153338225
148,2011-01-07,4,1,2011,1,0,5,1,2,0,1,1,0.2,0.2121,0.69,0.1343,0.0006618133686300463,0.0,0.0007336757153338225
149,2011-01-07,5,1,2011,1,0,5,1,3,0,5,5,0.22,0.2727,0.55,0.0,0.0006618133686300463,0.0,0.003668378576669112
150,2011-01-07,6,1,2011,1,0,5,1,2,8,26,34,0.2,0.2576,0.69,0.0,0.0033090668431502318,0.05405405405405406,0.019075568598679385
151,2011-01-07,7,1,2011,1,0,5,1,1,8,76,84,0.2,0.2121,0.69,0.1343,0.022501654533421574,0.05405405405405406,0.05575935436537051
152,2011-01-07,8,1,2011,1,0,5,1,1,20,190,210,0.2,0.19699999999999998,0.51,0.2537,0.05559232296492389,0.13513513513513514,0.13939838591342626
153,2011-01-07,9,1,2011,1,0,5,1,1,9,125,134,0.2,0.1818,0.47,0.2985,0.13898080741230973,0.060810810810810814,0.09170946441672781
154,2011-01-07,10,1,2011,1,0,5,1,1,16,47,63,0.22,0.19699999999999998,0.37,0.3284,0.08868299139642621,0.10810810810810811,0.034482758620689655
155,2011-01-07,11,1,2011,1,0,5,1,2,19,48,67,0.2,0.19699999999999998,0.4,0.2239,0.04169424222369292,0.12837837837837837,0.03521643433602348
156,2011-01-07,12,1,2011,1,0,5,1,2,9,50,59,0.2,0.19699999999999998,0.37,0.2537,0.04434149569821311,0.060810810810810814,0.036683785766691124
157,2011-01-07,13,1,2011,1,0,5,1,2,9,64,73,0.2,0.1818,0.37,0.2836,0.039046988749172735,0.060810810810810814,0.04695524578136464
158,2011-01-07,14,1,2011,1,0,5,1,2,7,43,50,0.2,0.19699999999999998,0.4,0.2537,0.048312375909993384,0.0472972972972973,0.03154805575935436
159,2011-01-07,15,1,2011,1,0,5,1,2,9,63,72,0.2,0.2121,0.37,0.1642,0.03309066843150232,0.060810810810810814,0.046221570066030816
160,2011-01-07,16,1,2011,1,0,5,1,2,5,82,87,0.2,0.2121,0.37,0.1642,0.04765056254136334,0.033783783783783786,0.06016140865737344
161,2011-01-07,17,1,2011,1,0,5,1,2,9,178,187,0.2,0.2576,0.37,0.0,0.05757776307081403,0.060810810810810814,0.1305942773294204
162,2011-01-07,18,1,2011,1,0,5,1,1,7,116,123,0.2,0.2273,0.4,0.0896,0.12375909993381866,0.0472972972972973,0.0851063829787234
163,2011-01-07,19,1,2011,1,0,5,1,1,3,92,95,0.16,0.19699999999999998,0.55,0.0896,0.0814030443414957,0.02027027027027027,0.06749816581071166
164,2011-01-07,20,1,2011,1,0,5,1,1,1,50,51,0.18,0.2121,0.47,0.1045,0.0628722700198544,0.006756756756756757,0.036683785766691124
165,2011-01-07,21,1,2011,1,0,5,1,1,0,39,39,0.18,0.19699999999999998,0.47,0.1343,0.033752481800132364,0.0,0.028613352898019074
166,2011-01-07,22,1,2011,1,0,5,1,2,2,34,36,0.18,0.19699999999999998,0.43,0.1642,0.025810721376571807,0.013513513513513514,0.024944974321349962
167,2011-01-07,23,1,2011,1,0,5,1,2,1,14,15,0.18,0.19699999999999998,0.51,0.1642,0.02382528127068167,0.006756756756756757,0.010271460014673514
168,2011-01-08,0,1,2011,1,0,6,0,2,1,24,25,0.18,0.19699999999999998,0.51,0.1642,0.009927200529450696,0.014705882352941176,0.026936026936026935
169,2011-01-08,1,1,2011,1,0,6,0,2,1,15,16,0.18,0.2121,0.55,0.0896,0.026068821689259645,0.014705882352941176,0.016835016835016835
170,2011-01-08,2,1,2011,1,0,6,0,2,3,13,16,0.18,0.2424,0.55,0.0,0.016684045881126174,0.04411764705882353,0.014590347923681257
171,2011-01-08,3,1,2011,1,0,6,0,3,0,7,7,0.18,0.19699999999999998,0.55,0.1642,0.016684045881126174,0.0,0.007856341189674524
172,2011-01-08,4,1,2011,1,0,6,0,3,0,1,1,0.18,0.19699999999999998,0.55,0.1642,0.0072992700729927005,0.0,0.001122334455667789
173,2011-01-08,5,1,2011,1,0,6,0,2,0,5,5,0.16,0.1667,0.74,0.1642,0.0010427528675703858,0.0,0.005611672278338945
174,2011-01-08,6,1,2011,1,0,6,0,2,0,2,2,0.16,0.1667,0.74,0.1642,0.005213764337851929,0.0,0.002244668911335578
175,2011-01-08,7,1,2011,1,0,6,0,2,1,8,9,0.16,0.1818,0.74,0.1045,0.0020855057351407717,0.014705882352941176,0.008978675645342313
176,2011-01-08,8,1,2011,1,0,6,0,3,0,15,15,0.16,0.1818,0.93,0.1045,0.009384775808133473,0.0,0.016835016835016835
177,2011-01-08,9,1,2011,1,0,6,0,3,0,20,20,0.16,0.1818,0.93,0.1045,0.01564129301355579,0.0,0.02244668911335578
178,2011-01-08,10,1,2011,1,0,6,0,2,5,56,61,0.18,0.19699999999999998,0.8,0.1642,0.020855057351407715,0.07352941176470588,0.06285072951739619
179,2011-01-08,11,1,2011,1,0,6,0,2,2,60,62,0.2,0.1818,0.69,0.3881,0.06360792492179354,0.029411764705882353,0.06734006734006734
180,2011-01-08,12,1,2011,1,0,6,0,2,8,90,98,0.2,0.1818,0.59,0.3582,0.06465067778936393,0.11764705882352941,0.10101010101010101
