date,season,year,weather_condition,temp,atemp,windspeed,humidity,casual,registered,cnt,nCasual,nRegistered,nCnt
2011-10-16,4,2011,1.0,0.54,0.5152,0.1642,0.78,6864,22047,28911,0.5511236918854006,0.4854493947978367,0.5096525821596244
2011-10-23,4,2011,1.0,0.48,0.4697,0.1642,0.67,5869,23065,28935,0.46577457539886774,0.509282888113689,0.5101032863849765
2011-10-30,4,2011,1.0,0.42,0.4242,0.19399999999999998,0.75,3436,19696,23132,0.2570766855378281,0.43040760424226815,0.40112676056338026
2011-11-06,4,2011,1.0,0.36,0.3788,0.1343,0.71,4038,23480,27518,0.30871504546234346,0.5189988996324304,0.4834929577464789
2011-11-13,4,2011,1.0,0.36,0.3636,0.1642,0.62,3963,22471,26434,0.30228169497340884,0.4953761150001171,0.4631361502347418
2011-11-20,4,2011,2.0,0.44,0.4394,0.2239,0.62,3303,20823,24126,0.245668210670784,0.45679301383653687,0.4197934272300469
2011-11-27,4,2011,1.0,0.42,0.4242,0.1343,0.76,4115,13249,17364,0.31531995196431634,0.27946995060051977,0.2928075117370892
2011-12-04,4,2011,1.0,0.36,0.3485,0.1642,0.7,2328,22841,25169,0.16203465431463374,0.5040385831011636,0.4393802816901409
2011-12-11,4,2011,1.0,0.32,0.3182,0.1642,0.705,1699,18286,19985,0.1080802882141019,0.3973965771544963,0.3420281690140845
2011-12-18,4,2011,1.0,0.3,0.303,0.1642,0.59,1330,21699,23029,0.0764282038085435,0.47730199236766324,0.3991924882629108
2011-12-25,1,2011,1.0,0.36,0.3636,0.1343,0.66,1431,15426,16857,0.08509178246697546,0.33043803994100157,0.2832863849765258
2012-01-01,1,2011,1.0,0.32,0.3182,0.1642,0.61,2885,12107,14992,0.2098130039457883,0.2527333598670194,0.24826291079812207
2012-01-08,1,2012,1.0,0.26,0.2576,0.2239,0.44,2544,19332,21876,0.18056270372276548,0.42188560859691426,0.37753990610328636
2012-01-15,1,2012,1.0,0.24,0.23485,0.19399999999999998,0.6,1432,18838,20270,0.08517756047349459,0.41032004307821973,0.34738028169014085
2012-01-22,1,2012,2.0,0.2,0.2121,0.2537,0.59,961,17388,18349,0.04477611940298507,0.3763725329524969,0.3113051643192488
2012-01-29,1,2012,1.0,0.32,0.3182,0.1642,0.71,2897,22941,25838,0.21084234002401783,0.506379790696041,0.451943661971831
2012-02-05,1,2012,1.0,0.32,0.303,0.19399999999999998,0.55,1956,24447,26403,0.13012523588951794,0.5416383770748953,0.46255399061032865
2012-02-12,1,2012,1.0,0.26,0.2576,0.1642,0.57,1169,21153,22322,0.0626179447589638,0.46451899889963244,0.38591549295774646
2012-02-19,1,2012,1.0,0.3,0.3182,0.1642,0.52,2846,22833,25679,0.2064676616915423,0.5038512864935734,0.44895774647887327
2012-02-26,1,2012,1.0,0.34,0.32575,0.2239,0.49,2653,23705,26358,0.18991250643335048,0.5242666167209047,0.4617089201877934
2012-03-04,1,2012,1.0,0.36,0.3636,0.2239,0.5,2784,23423,26207,0.20114942528735633,0.5176644113033503,0.45887323943661973
2012-03-11,1,2012,1.0,0.34,0.303,0.2985,0.44,4424,26824,31248,0.34182535597872704,0.5972888816051319,0.5535399061032864
2012-03-18,1,2012,1.0,0.5,0.4848,0.1343,0.68,9512,32243,41755,0.7782638531480528,0.7241589211715402,0.7508544600938967
2012-03-25,2,2012,1.5,0.52,0.5,0.1343,0.83,9523,32554,42077,0.7792074112197632,0.7314400767916092,0.7569014084507042
2012-04-01,2,2012,1.0,0.42,0.4242,0.23879999999999998,0.53,8278,31948,40226,0.6724137931034483,0.7172523587666518,0.7221408450704225
2012-04-08,2,2012,1.0,0.44,0.4394,0.2239,0.34,12097,31994,44091,1.0,0.7183293142602954,0.7947230046948357
2012-04-15,2,2012,1.0,0.46,0.4545,0.2239,0.43,9762,33016,42778,0.799708354777835,0.7422564558799428,0.7700657276995305
2012-04-22,2,2012,1.0,0.52,0.5,0.2239,0.66,7381,31553,38934,0.59547092125579,0.708004588766886,0.6978779342723005
2012-04-29,2,2012,1.0,0.42,0.4242,0.19399999999999998,0.53,6206,30620,36826,0.494681763595814,0.6861611219066794,0.6582910798122066
2012-05-06,2,2012,1.0,0.56,0.5303,0.1642,0.735,8449,34991,43440,0.6870818322182193,0.7884953058787723,0.7824976525821596
2012-05-13,2,2012,1.0,0.56,0.5303,0.2239,0.57,9505,34362,43867,0.777663407102419,0.7737691101069932,0.7905164319248826
2012-05-20,2,2012,1.0,0.6,0.5758,0.1642,0.61,10835,34993,45828,0.8917481557728598,0.7885421300306699,0.8273427230046948
2012-05-27,2,2012,1.0,0.64,0.5909,0.1642,0.78,10829,31494,42323,0.8912334877337451,0.7066232762859083,0.7615211267605634
2012-06-03,2,2012,1.0,0.64,0.6212,0.19399999999999998,0.63,11104,34763,45867,0.9148224395265054,0.7831573525624517,0.828075117370892
2012-06-10,2,2012,1.0,0.62,0.6212,0.1642,0.53,10524,39856,50380,0.8650711957454109,0.9023950553695597,0.9128262910798122
2012-06-17,2,2012,1.0,0.64,0.6212,0.19399999999999998,0.58,11007,37758,48765,0.9065019728941499,0.853276520029031,0.8824976525821596
2012-06-24,3,2012,1.0,0.74,0.6818,0.1642,0.62,9443,34769,44212,0.7723451706982329,0.7832978250181444,0.7969953051643193
2012-07-01,3,2012,1.0,0.74,0.6667,0.2239,0.43,7919,37197,45116,0.6416194887630812,0.8401423454217686,0.8139718309859155
2012-07-08,3,2012,1.0,0.81,0.7424,0.1642,0.51,9940,32310,42250,0.8149768399382399,0.7257275302601082,0.760150234741784
2012-07-15,3,2012,1.0,0.72,0.6667,0.1343,0.61,9745,38323,48068,0.7982501286670097,0.8665043429400885,0.8694084507042253
2012-07-22,3,2012,1.0,0.72,0.6818,0.1642,0.7,8251,35408,43659,0.6700977869274318,0.7982581415494112,0.7866103286384977
2012-07-29,3,2012,1.0,0.74,0.6818,0.1642,0.62,10340,39438,49778,0.8492880425458912,0.8926088076229719,0.9015211267605634
2012-08-05,3,2012,1.0,0.74,0.6970000000000001,0.19399999999999998,0.7,9445,39180,48625,0.7725167267112713,0.8865684920281881,0.879868544600939
2012-08-12,3,2012,1.0,0.72,0.6818,0.1343,0.675,10464,37271,47735,0.8599245153542632,0.8418748390419779,0.8631549295774648
2012-08-19,3,2012,1.0,0.7,0.6288,0.1642,0.65,10389,37792,48181,0.8534911648653285,0.8540725306112893,0.8715305164319249
2012-08-26,3,2012,1.0,0.64,0.6061,0.1045,0.73,9201,38365,47566,0.7515868931206039,0.867487650129937,0.859981220657277
2012-09-02,3,2012,1.0,0.72,0.6667,0.1343,0.6799999999999999,10671,37996,48667,0.8776805627037227,0.8588485941048393,0.8806572769953052
2012-09-09,3,2012,1.0,0.7,0.6667,0.20894999999999997,0.76,9447,38473,47920,0.7726882827243094,0.8700161543324046,0.8666291079812206
2012-09-16,3,2012,1.0,0.6,0.6061,0.1343,0.595,10997,44025,55022,0.9056441928289587,1.0,1.0
2012-09-23,3,2012,1.0,0.6,0.5455,0.2239,0.65,9336,41386,50722,0.7631669240006862,0.9382155315711844,0.9192488262910798
2012-09-30,4,2012,1.0,0.58,0.5455,0.19399999999999998,0.595,9033,43926,52959,0.7371761880253903,0.9976822044810714,0.9612582159624413
2012-10-07,4,2012,2.0,0.6,0.5455,0.1343,0.73,8025,37923,45948,0.6507119574541088,0.8571395125605787,0.8295962441314554
2012-10-14,4,2012,1.0,0.43,0.4318,0.19399999999999998,0.615,8481,39680,48161,0.6898267284268313,0.8982745300025753,0.8711549295774648
2012-10-21,4,2012,1.0,0.52,0.5,0.19399999999999998,0.67,9360,39357,48717,0.7652255961571454,0.8907124294711212,0.8815962441314554
2012-10-28,4,2012,2.0,0.52,0.5,0.1343,0.72,8164,41167,49331,0.6626351003602676,0.9330882869384028,0.8931267605633803
2012-11-04,4,2012,2.0,0.36,0.3333,0.2239,0.56,4138,26108,30250,0.3172928461142563,0.5805258352258095,0.5347981220657277
2012-11-11,4,2012,1.0,0.32,0.3182,0.2239,0.53,6600,34083,40683,0.5284782981643507,0.7672371409172851,0.7307230046948356
2012-11-18,4,2012,1.0,0.34,0.3333,0.19399999999999998,0.62,4836,32463,37299,0.377165894664608,0.7293095778802706,0.6671737089201878
2012-11-25,4,2012,1.0,0.34,0.3333,0.1343,0.58,4997,22318,27315,0.3909761537141877,0.49179406737995457,0.4796807511737089
2012-12-02,4,2012,1.0,0.3,0.303,0.1194,0.7,3106,32037,35144,0.22876994338651568,0.7193360335260928,0.6267042253521127
2012-12-09,4,2012,2.0,0.38,0.3939,0.1343,0.76,3720,34042,37762,0.2814376393892606,0.7662772458033854,0.6758685446009389
2012-12-16,4,2012,2.0,0.34,0.3333,0.1642,0.62,3080,32886,35966,0.22653971521701835,0.7392128860066022,0.6421408450704226
2012-12-23,4,2012,1.0,0.32,0.3333,0.19399999999999998,0.57,2126,24570,26696,0.14470749699776977,0.5445180624165945,0.46805633802816904
2012-12-30,1,2012,2.0,0.24,0.2424,0.2239,0.675,2037,8692,10730,0.13707325441756735,0.1727811205019549,0.16822535211267606
2013-01-06,1,2012,1.5,0.22999999999999998,0.2273,0.1642,0.595,439,2290,2729,0.0,0.022897010277901343,0.017971830985915493
